CustomerKey;GeographyKey;FirstName;LastName;BirthDate;MaritalStatus;Gender;YearlyIncome;TotalChildren;EnglishEducation;EnglishOccupation;DateFirstPurchase;CommuteDistance;NumberCarsOwned;HouseOwnerFlag
25920;38;Orlando;Gutierrez;1951-12-15;M;M;40000,00;2;Bachelors;Management;2011-10-18;1-2 Miles;2;0
26035;38;Shannon;Vazquez;1980-11-21;S;M;60000,00;3;Bachelors;Professional;2013-07-19;5-10 Miles;2;1
25711;38;Mario;Luo;1985-03-22;S;M;20000,00;0;Bachelors;Clerical;2011-07-18;0-1 Miles;0;0
25248;38;Denise;Madan;1965-09-16;M;F;70000,00;5;Partial College;Skilled Manual;2013-11-21;10+ Miles;3;1
26568;38;Nancy;Kovar;1966-08-07;S;F;80000,00;2;Partial College;Skilled Manual;2012-06-15;5-10 Miles;2;1
26157;38;Brad;Xu;1966-08-11;M;M;70000,00;5;Partial College;Skilled Manual;2013-09-27;10+ Miles;3;1
26762;38;Rachael;Perez;1967-10-08;M;F;70000,00;5;Partial College;Skilled Manual;2013-04-30;0-1 Miles;2;0
26773;38;Meghan;Martin;1971-03-14;M;F;70000,00;5;Partial College;Skilled Manual;2013-03-17;10+ Miles;3;1
27366;38;Bob;Alan;1982-04-06;S;M;100000,00;0;High School;Management;2012-11-13;10+ Miles;4;1
27493;38;Barbara;Zheng;1958-05-23;M;F;30000,00;3;High School;Skilled Manual;2012-12-02;5-10 Miles;2;1
27518;38;Stefanie;Perez;1964-11-07;M;F;100000,00;1;Bachelors;Management;2013-05-06;2-5 Miles;3;1
27687;38;Brandy;Madan;1969-04-25;S;F;60000,00;3;Bachelors;Professional;2013-12-22;5-10 Miles;2;1
27584;38;Tina;Malhotra;1981-03-09;S;F;90000,00;2;Bachelors;Professional;2013-08-21;0-1 Miles;0;0
28203;38;Victor;Gomez;1974-12-26;M;M;90000,00;1;Graduate Degree;Management;2013-01-05;0-1 Miles;0;1
28138;38;Marvin;Ramos;1964-05-12;S;M;100000,00;1;Bachelors;Management;2014-01-25;0-1 Miles;4;0
28304;38;Colleen;Zeng;1969-08-15;M;F;60000,00;4;Bachelors;Professional;2013-03-07;10+ Miles;3;1
27866;38;Sergio;Raman;1983-04-18;S;M;10000,00;0;High School;Manual;2013-07-06;0-1 Miles;2;0
29460;38;Andres;Chander;1982-09-12;M;M;10000,00;0;High School;Manual;2013-09-06;0-1 Miles;2;0
29062;38;Dennis;Liu;1950-10-19;M;M;20000,00;4;High School;Skilled Manual;2013-06-17;5-10 Miles;2;1
28933;38;Colleen;Rai;1980-05-09;M;F;70000,00;0;Bachelors;Professional;2013-10-22;10+ Miles;3;1
28716;38;Darren;Garcia;1976-07-05;S;M;60000,00;3;Bachelors;Professional;2013-08-20;2-5 Miles;1;1
28714;39;Arturo;Gao;1971-12-19;S;M;90000,00;2;Bachelors;Professional;2013-02-25;1-2 Miles;0;1
28486;39;Rebekah;Chandra;1984-04-06;M;F;20000,00;0;Bachelors;Clerical;2013-06-08;0-1 Miles;0;0
28938;39;Sarah;Moore;1980-04-02;M;F;80000,00;0;Bachelors;Professional;2013-11-03;10+ Miles;3;1
29455;39;Dawn;Zeng;1984-01-06;M;F;10000,00;0;Partial College;Manual;2013-09-27;2-5 Miles;1;1
29346;39;Briana;Ortega;1948-01-09;S;F;50000,00;2;Graduate Degree;Management;2013-11-29;0-1 Miles;1;0
27861;39;Karen;He;1985-07-20;S;F;10000,00;0;Partial College;Manual;2013-12-20;1-2 Miles;1;1
28098;39;Roger;Zhu;1952-07-24;M;M;30000,00;2;Partial College;Clerical;2013-11-11;1-2 Miles;2;0
28314;39;Dwayne;Romero;1973-10-23;S;M;60000,00;1;Bachelors;Professional;2013-05-11;5-10 Miles;1;1
28209;39;Krista;Carlson;1974-05-08;M;F;60000,00;2;Bachelors;Professional;2013-04-17;2-5 Miles;1;1
27599;39;Cory;Subram;1971-08-01;M;M;90000,00;2;Bachelors;Professional;2013-09-11;1-2 Miles;0;0
27513;39;Cara;Zheng;1962-07-15;S;F;70000,00;2;High School;Skilled Manual;2013-07-05;1-2 Miles;2;0
27349;39;Sheila;Diaz;1985-08-11;M;F;90000,00;0;Bachelors;Professional;2014-01-10;10+ Miles;3;1
26922;39;Trevor;Powell;1983-11-24;M;M;10000,00;1;High School;Manual;2012-10-27;2-5 Miles;0;1
26917;39;Roberto;Dominguez;1984-10-02;M;M;10000,00;0;Partial College;Manual;2012-10-20;0-1 Miles;1;0
26144;39;Cassidy;Russell;1938-08-08;S;F;40000,00;2;Bachelors;Professional;2013-05-05;5-10 Miles;1;1
26131;39;Lawrence;Suarez;1969-04-24;M;M;60000,00;3;Bachelors;Professional;2012-02-06;5-10 Miles;2;1
26566;39;Crystal;Chen;1965-03-19;S;F;40000,00;3;Partial High School;Clerical;2012-06-08;5-10 Miles;2;0
26592;39;Brenda;Lopez;1975-10-31;S;F;100000,00;1;Bachelors;Management;2013-05-26;2-5 Miles;3;1
26651;39;Gregory;Nara;1986-03-14;S;M;80000,00;4;Graduate Degree;Management;2012-07-22;0-1 Miles;0;1
26657;39;Lucas;Hughes;1980-03-03;S;M;90000,00;2;Bachelors;Professional;2012-07-09;0-1 Miles;0;0
25135;39;Kelvin;Zhao;1973-11-06;S;M;80000,00;5;Bachelors;Professional;2013-12-02;1-2 Miles;4;1
25136;39;Ruben;Diaz;1979-07-14;S;M;80000,00;5;Bachelors;Professional;2013-04-05;1-2 Miles;4;1
25713;39;Latasha;Gill;1984-09-15;S;F;20000,00;0;Bachelors;Clerical;2011-07-07;0-1 Miles;0;1
25565;39;Kevin;Perez;1983-06-06;S;M;10000,00;1;High School;Manual;2011-05-22;1-2 Miles;0;0
25961;39;Ricardo;Goel;1962-09-24;S;M;70000,00;2;High School;Skilled Manual;2011-12-31;5-10 Miles;2;1
25939;39;Willie;Tang;1961-10-20;M;M;20000,00;2;Partial High School;Clerical;2011-12-11;5-10 Miles;2;1
25821;39;Krystal;Gao;1979-01-13;S;F;110000,00;0;Partial College;Management;2011-08-25;10+ Miles;3;1
24380;39;Maurice;Yuan;1971-04-12;M;M;70000,00;0;Bachelors;Professional;2013-08-07;0-1 Miles;1;0
24168;39;Manuel;Srini;1982-11-15;M;M;10000,00;0;High School;Manual;2012-10-26;0-1 Miles;2;1
23536;39;Savannah;Adams;1970-11-30;S;F;80000,00;5;Bachelors;Professional;2013-06-11;1-2 Miles;4;1
23547;39;Francis;Serrano;1958-11-16;S;M;40000,00;2;Bachelors;Management;2012-08-17;5-10 Miles;1;1
23653;39;Devin;Campbell;1979-04-20;S;M;100000,00;0;High School;Management;2012-09-01;10+ Miles;2;1
23656;39;Naomi;Ramos;1983-06-11;S;F;90000,00;0;Bachelors;Professional;2012-09-24;10+ Miles;3;1
23122;39;Colleen;Zhou;1965-01-20;S;F;110000,00;4;Bachelors;Management;2013-07-30;0-1 Miles;4;0
22930;39;Brett;Raman;1978-11-18;M;M;90000,00;4;Bachelors;Professional;2012-06-28;1-2 Miles;0;1
22064;39;Lawrence;Carlson;1950-11-21;M;M;20000,00;4;High School;Skilled Manual;2013-02-16;5-10 Miles;2;1
21883;39;Patricia;Kapoor;1979-09-04;S;F;70000,00;0;Bachelors;Professional;2013-02-02;10+ Miles;4;0
21551;39;Elijah;Butler;1981-02-16;S;M;60000,00;0;Bachelors;Professional;2013-08-02;2-5 Miles;3;0
22155;39;Steve;Cai;1954-01-02;M;M;20000,00;2;Partial High School;Clerical;2013-09-07;5-10 Miles;2;1
21180;39;Katherine;Flores;1970-09-21;S;F;60000,00;2;Bachelors;Professional;2012-01-19;0-1 Miles;1;0
21208;39;Olivia;Griffin;1937-12-03;S;F;30000,00;2;Partial College;Clerical;2013-04-28;5-10 Miles;2;1
21376;39;Paula;Ramos;1966-09-06;M;F;20000,00;2;Partial High School;Clerical;2013-08-25;1-2 Miles;2;1
21362;39;Angel;Evans;1958-09-16;M;M;30000,00;2;Partial College;Clerical;2014-01-19;5-10 Miles;2;0
20456;39;Alfredo;Ramos;1963-08-10;S;M;130000,00;0;Graduate Degree;Management;2011-11-12;0-1 Miles;3;1
20452;39;Kelli;Xie;1974-04-06;S;F;70000,00;2;High School;Professional;2011-11-23;5-10 Miles;2;0
20608;39;Cara;Hu;1979-05-18;S;F;100000,00;0;High School;Management;2011-11-06;10+ Miles;2;1
19965;39;Jay;Lopez;1979-05-13;M;M;130000,00;4;High School;Management;2011-09-21;0-1 Miles;4;1
19978;39;Marshall;Yuan;1976-10-25;M;M;110000,00;0;Partial High School;Professional;2011-10-18;10+ Miles;4;1
19947;39;Darryl;Liu;1986-05-22;S;M;70000,00;0;Bachelors;Professional;2011-09-16;5-10 Miles;2;0
20259;39;Jenny;Andersen;1974-09-24;S;F;70000,00;0;Bachelors;Professional;2011-11-01;5-10 Miles;2;0
20156;39;Jay;Madan;1982-10-17;S;M;10000,00;0;High School;Manual;2011-10-22;0-1 Miles;2;0
19587;39;Alyssa;Martin;1973-12-25;M;F;80000,00;5;Bachelors;Professional;2013-04-14;0-1 Miles;4;1
19264;39;Kristopher;Gonzalez;1986-03-21;S;M;10000,00;0;Partial College;Manual;2011-08-11;0-1 Miles;1;0
18465;39;Jamie;Yang;1963-02-18;S;F;30000,00;3;High School;Skilled Manual;2011-06-04;5-10 Miles;2;1
18462;39;Clarence;Zhu;1957-07-17;M;M;30000,00;3;High School;Skilled Manual;2011-06-22;5-10 Miles;2;1
18487;39;Tasha;Nath;1962-04-09;S;F;70000,00;2;High School;Skilled Manual;2011-06-07;1-2 Miles;2;0
18301;39;Julie;Xu;1963-08-09;S;F;90000,00;2;Bachelors;Management;2011-06-08;2-5 Miles;1;0
18294;39;Denise;Prasad;1965-03-05;M;F;90000,00;1;Bachelors;Professional;2013-05-12;5-10 Miles;1;1
18330;39;Kellie;Diaz;1950-03-04;S;F;60000,00;2;Graduate Degree;Management;2013-03-14;5-10 Miles;1;1
18278;39;Lucas;Powell;1966-11-21;M;M;60000,00;1;Partial College;Skilled Manual;2013-04-09;5-10 Miles;1;1
18701;39;Kenneth;Lal;1974-01-30;S;M;60000,00;2;Bachelors;Professional;2011-06-18;2-5 Miles;1;1
17354;39;Ivan;Garcia;1949-02-07;M;M;60000,00;2;Graduate Degree;Management;2011-04-04;5-10 Miles;1;1
17306;39;Edgar;Prasad;1968-07-12;S;M;60000,00;3;Bachelors;Professional;2013-03-20;0-1 Miles;2;0
17250;39;Alicia;She;1983-03-10;M;F;150000,00;0;Partial High School;Professional;2013-07-03;10+ Miles;4;1
17079;39;Tracy;Rai;1968-08-13;S;F;70000,00;0;Bachelors;Professional;2011-03-22;0-1 Miles;1;0
17067;39;Adrienne;Alvarez;1976-03-19;S;F;60000,00;3;Bachelors;Professional;2013-08-26;5-10 Miles;1;1
17510;39;Jason;Butler;1966-09-19;S;M;80000,00;2;High School;Skilled Manual;2011-04-03;5-10 Miles;2;1
17924;39;Shawna;Lal;1983-05-18;S;F;10000,00;1;High School;Manual;2011-04-11;1-2 Miles;0;0
17904;39;Gina;Torres;1985-10-13;S;F;10000,00;0;Partial College;Manual;2011-04-02;0-1 Miles;1;0
17913;39;Lacey;Xu;1981-08-31;S;F;10000,00;1;High School;Manual;2011-04-29;1-2 Miles;0;0
15755;39;Connor;Flores;1967-01-22;M;M;70000,00;2;High School;Skilled Manual;2012-12-24;1-2 Miles;2;0
15796;39;Edward;Hayes;1970-11-08;M;M;80000,00;5;Bachelors;Professional;2013-12-24;1-2 Miles;4;1
16167;39;Devin;Moore;1978-01-02;M;M;70000,00;5;Bachelors;Professional;2013-08-16;10+ Miles;3;1
16630;39;Jaime;Sutton;1978-01-08;M;M;110000,00;0;High School;Management;2011-01-28;10+ Miles;4;1
16526;39;Arthur;Perez;1984-04-23;S;M;20000,00;0;Bachelors;Clerical;2011-01-16;0-1 Miles;0;1
15018;39;Felicia;Martin;1957-04-22;M;F;30000,00;3;High School;Skilled Manual;2013-02-11;1-2 Miles;2;0
15015;39;Randy;Liu;1955-11-03;M;M;30000,00;3;Partial College;Clerical;2012-10-03;1-2 Miles;2;0
14674;39;Alexis;Williams;1973-03-30;M;F;70000,00;5;Bachelors;Professional;2013-08-30;10+ Miles;4;1
15185;39;Jonathan;Evans;1964-02-07;M;M;130000,00;0;Graduate Degree;Management;2012-09-29;0-1 Miles;1;1
13624;39;Nicole;Long;1979-09-06;S;F;80000,00;0;Bachelors;Professional;2013-02-22;10+ Miles;3;1
13621;39;Melody;Ruiz;1979-08-01;M;F;60000,00;0;Bachelors;Professional;2013-07-23;10+ Miles;4;1
13616;39;Cole;Ramirez;1981-09-24;M;M;70000,00;0;Bachelors;Professional;2012-07-14;10+ Miles;2;1
13636;39;Jarrod;Rodriguez;1976-07-01;M;M;90000,00;0;Bachelors;Professional;2012-07-14;10+ Miles;3;0
14218;39;Karl;Kumar;1985-02-04;S;M;90000,00;0;Bachelors;Professional;2012-08-17;10+ Miles;3;0
14321;39;Jackson;Evans;1969-10-22;M;M;80000,00;5;Bachelors;Professional;2013-11-14;1-2 Miles;2;1
14100;39;Alisha;Xu;1952-05-15;M;F;40000,00;2;Bachelors;Management;2013-06-12;5-10 Miles;2;1
14126;39;Andy;Dominguez;1984-04-11;M;M;10000,00;0;Partial College;Manual;2013-02-27;1-2 Miles;1;0
14132;39;Brandon;Ross;1982-07-20;S;M;10000,00;1;High School;Manual;2012-08-16;1-2 Miles;0;0
14015;39;Kurt;Lal;1956-10-16;M;M;30000,00;3;High School;Skilled Manual;2013-06-04;5-10 Miles;2;1
14039;39;Nathan;Wang;1970-09-15;S;M;160000,00;0;Graduate Degree;Management;2012-08-14;0-1 Miles;3;0
13961;39;Shawna;Raji;1971-11-05;M;F;80000,00;5;Graduate Degree;Management;2013-10-01;0-1 Miles;3;1
13159;39;Roberto;Ramos;1947-04-13;M;M;40000,00;2;Bachelors;Management;2013-07-27;5-10 Miles;2;1
13129;39;Joy;Ramos;1969-11-29;S;F;70000,00;0;Bachelors;Professional;2012-06-18;5-10 Miles;1;1
13047;39;Rodney;Vazquez;1963-08-30;M;M;40000,00;2;Partial College;Clerical;2013-08-25;5-10 Miles;2;0
13045;39;Anne;Gomez;1969-05-09;M;F;30000,00;3;High School;Skilled Manual;2013-04-10;5-10 Miles;2;1
13001;39;Clarence;Zhang;1975-03-06;S;M;130000,00;1;Graduate Degree;Management;2012-04-23;0-1 Miles;1;1
12987;39;Felicia;Moreno;1980-05-08;M;F;90000,00;1;Graduate Degree;Management;2012-04-16;0-1 Miles;0;0
12351;39;Cara;Zhang;1984-09-28;M;F;100000,00;0;High School;Management;2013-06-23;10+ Miles;2;1
11123;39;Philip;Alvarez;1965-12-18;M;M;70000,00;5;Partial College;Skilled Manual;2013-04-17;10+ Miles;3;1
11070;39;Willie;Raji;1960-10-02;M;M;80000,00;2;High School;Skilled Manual;2011-04-28;5-10 Miles;2;1
11017;39;Shannon;Wang;1949-12-24;S;F;20000,00;4;High School;Skilled Manual;2011-01-12;5-10 Miles;2;1
11048;39;Jeremy;Powell;1956-05-21;M;M;30000,00;3;High School;Skilled Manual;2011-02-10;5-10 Miles;2;1
11150;39;Russell;Shen;1946-09-12;S;M;40000,00;2;Bachelors;Management;2013-03-27;5-10 Miles;2;1
11995;39;Kelvin;Carson;1965-12-12;M;M;60000,00;1;Partial College;Skilled Manual;2011-11-08;0-1 Miles;1;1
12013;39;Kayla;Lewis;1958-09-04;S;F;30000,00;2;Partial College;Clerical;2011-12-09;5-10 Miles;2;1
11943;40;Dawn;Huang;1954-08-27;M;F;20000,00;2;Partial High School;Clerical;2011-10-18;5-10 Miles;2;1
11916;40;Joe;Rana;1976-09-03;S;M;70000,00;0;Bachelors;Professional;2011-10-01;5-10 Miles;1;0
11147;40;Ernest;Wu;1944-08-04;M;M;60000,00;2;Graduate Degree;Management;2011-05-13;0-1 Miles;1;1
11060;40;Jon;Zhou;1959-09-14;M;M;80000,00;2;Partial College;Skilled Manual;2011-03-19;5-10 Miles;2;1
11068;40;Tiffany;Liang;1966-09-19;S;F;80000,00;2;High School;Skilled Manual;2013-04-30;5-10 Miles;2;1
11007;40;Marco;Mehta;1969-11-06;M;M;60000,00;3;Bachelors;Professional;2011-01-09;0-1 Miles;2;1
11027;40;Jessie;Zhao;1952-06-05;M;M;30000,00;2;Partial College;Clerical;2011-01-16;5-10 Miles;2;1
11097;40;Edwin;Nara;1972-10-23;M;M;60000,00;1;Partial College;Skilled Manual;2011-04-04;5-10 Miles;1;1
11124;40;Ross;Jordan;1968-07-23;S;M;80000,00;1;Partial College;Skilled Manual;2011-05-05;5-10 Miles;1;1
11106;40;Jessie;Liu;1970-03-11;S;M;70000,00;0;Bachelors;Professional;2011-05-18;5-10 Miles;1;0
12347;40;Summer;Madan;1980-08-20;M;F;90000,00;0;Bachelors;Professional;2012-01-13;10+ Miles;2;0
12685;40;Jaclyn;Xu;1977-09-19;M;F;90000,00;0;Bachelors;Professional;2012-01-29;10+ Miles;3;1
13160;40;Willie;Xu;1948-08-06;M;M;70000,00;2;Graduate Degree;Management;2012-06-24;5-10 Miles;1;1
13967;40;Glenn;Zhang;1970-07-23;S;M;60000,00;3;Bachelors;Professional;2012-07-07;5-10 Miles;1;1
13958;40;Diane;Martin;1973-04-13;M;F;70000,00;5;Bachelors;Professional;2012-07-02;10+ Miles;3;1
14030;40;Lawrence;Sanz;1961-04-19;S;M;80000,00;2;High School;Skilled Manual;2012-08-24;1-2 Miles;2;0
14054;40;Reginald;Martin;1965-10-08;M;M;60000,00;1;Partial College;Skilled Manual;2013-11-29;5-10 Miles;1;1
14319;40;Renee;Sanz;1968-06-23;M;F;70000,00;5;Partial College;Skilled Manual;2013-07-01;5-10 Miles;2;1
14279;40;Taylor;Barnes;1969-07-31;M;F;130000,00;0;Graduate Degree;Management;2012-09-06;0-1 Miles;2;1
14260;40;Frank;Ruiz;1959-06-09;S;M;40000,00;3;Partial College;Skilled Manual;2012-09-05;5-10 Miles;2;1
13646;40;Terry;Yuan;1981-10-05;M;M;110000,00;0;High School;Management;2012-07-22;10+ Miles;4;1
15152;40;Meghan;Moreno;1976-12-12;M;F;110000,00;0;Partial High School;Professional;2012-10-04;10+ Miles;4;1
15435;40;Geoffrey;Raman;1952-04-10;S;M;30000,00;2;Partial College;Clerical;2012-11-07;5-10 Miles;2;1
14665;40;Jesse;King;1975-01-14;M;M;80000,00;4;Graduate Degree;Management;2013-06-22;0-1 Miles;1;1
15028;40;Tabitha;Alvarez;1985-09-07;S;F;10000,00;0;Partial College;Manual;2012-10-22;0-1 Miles;1;0
16617;40;Alvin;Xie;1979-08-06;M;M;100000,00;0;High School;Management;2013-02-03;10+ Miles;1;1
16684;40;Joel;Perez;1968-05-17;M;M;60000,00;1;Bachelors;Professional;2011-02-08;0-1 Miles;1;1
16494;40;Jordyn;Simmons;1965-11-21;S;F;80000,00;2;Partial College;Skilled Manual;2011-01-24;1-2 Miles;2;0
16495;40;Monique;Ramos;1960-02-05;S;F;80000,00;2;Partial College;Skilled Manual;2011-01-18;1-2 Miles;2;0
15764;40;Louis;Guo;1964-12-12;S;M;120000,00;1;Bachelors;Management;2012-12-07;0-1 Miles;2;0
15721;40;Cara;Guo;1985-08-11;S;F;80000,00;0;Bachelors;Professional;2013-06-17;10+ Miles;3;0
15808;40;Natasha;Blanco;1966-07-19;M;F;70000,00;5;Partial College;Skilled Manual;2012-12-03;10+ Miles;3;1
17921;40;Karen;Li;1983-10-22;M;F;20000,00;0;Bachelors;Clerical;2011-04-02;0-1 Miles;0;1
17500;40;Cesar;Lopez;1963-04-14;S;M;30000,00;3;High School;Skilled Manual;2013-10-20;5-10 Miles;2;1
17293;40;Alexandra;Allen;1972-05-07;M;F;90000,00;0;Bachelors;Professional;2011-03-30;2-5 Miles;0;1
17328;40;Michelle;Cox;1969-03-02;S;F;70000,00;0;Bachelors;Professional;2011-03-01;0-1 Miles;2;0
17333;40;Misty;Chander;1968-04-13;S;F;70000,00;1;Partial College;Skilled Manual;2013-07-29;5-10 Miles;1;1
18732;40;Zachary;Jai;1937-11-16;M;M;30000,00;2;Partial College;Clerical;2014-01-27;0-1 Miles;2;0
18793;40;Angel;Cox;1949-10-17;M;M;20000,00;4;High School;Skilled Manual;2013-11-24;1-2 Miles;2;0
18930;40;Katelyn;Richardson;1961-04-15;S;F;80000,00;2;High School;Skilled Manual;2011-07-24;1-2 Miles;2;0
18260;40;Jodi;Sharma;1976-12-18;S;F;70000,00;0;Bachelors;Professional;2011-05-23;0-1 Miles;1;0
18188;40;Jeffery;Wang;1980-09-09;M;M;60000,00;0;Bachelors;Professional;2011-04-04;10+ Miles;3;1
18338;40;Nina;Andersen;1959-01-08;S;F;50000,00;2;Graduate Degree;Management;2011-06-04;5-10 Miles;1;1
18305;40;Kelvin;Xu;1941-11-21;M;M;40000,00;2;Bachelors;Management;2013-07-09;0-1 Miles;1;1
19269;40;Kathleen;Navarro;1982-09-20;S;F;10000,00;0;High School;Manual;2011-08-04;0-1 Miles;2;0
19266;40;Grant;Xu;1985-04-04;M;M;10000,00;0;Partial College;Manual;2013-05-25;0-1 Miles;1;0
19588;40;Raymond;Raman;1974-01-01;M;M;80000,00;5;Bachelors;Professional;2011-08-07;1-2 Miles;4;1
19591;40;Derek;Raji;1969-08-31;S;M;70000,00;0;Bachelors;Professional;2013-04-24;5-10 Miles;1;0
19619;40;Eduardo;Morris;1968-05-10;M;M;70000,00;5;Partial College;Skilled Manual;2013-03-05;5-10 Miles;2;1
19628;40;Holly;Martinez;1962-05-07;S;F;70000,00;1;Partial College;Skilled Manual;2011-08-31;0-1 Miles;1;0
20152;40;Rafael;She;1986-01-05;M;M;10000,00;0;Partial College;Manual;2011-10-13;2-5 Miles;1;1
20257;40;Roy;Carlson;1975-07-22;S;M;70000,00;0;Bachelors;Professional;2014-01-24;5-10 Miles;1;0
19956;40;Susan;She;1984-12-20;M;F;80000,00;0;Bachelors;Professional;2011-09-26;10+ Miles;3;1
19959;40;Tabitha;Moreno;1984-03-07;S;F;100000,00;0;High School;Management;2011-09-25;10+ Miles;2;1
19795;40;Casey;Navarro;1963-07-13;M;M;100000,00;1;Bachelors;Management;2011-09-04;0-1 Miles;3;1
20606;40;Jocelyn;Coleman;1980-01-23;M;F;70000,00;0;Bachelors;Professional;2011-11-09;10+ Miles;4;1
20424;40;Marie;Romero;1957-07-12;M;F;30000,00;3;High School;Skilled Manual;2011-11-03;5-10 Miles;2;1
21389;40;Jamie;Sun;1958-06-13;M;F;30000,00;3;High School;Skilled Manual;2012-02-05;1-2 Miles;2;0
21394;40;Gabriella;Parker;1960-05-23;S;F;70000,00;2;Partial College;Skilled Manual;2012-01-31;5-10 Miles;2;1
20991;40;Frederick;Sai;1982-06-05;M;M;10000,00;1;High School;Manual;2011-12-05;2-5 Miles;0;1
22170;40;Cynthia;Martinez;1956-03-17;M;F;30000,00;3;Partial College;Clerical;2012-04-03;1-2 Miles;2;0
22175;40;Joy;Dominguez;1958-05-05;M;F;30000,00;3;High School;Skilled Manual;2012-04-12;5-10 Miles;2;1
22018;40;Todd;Sun;1942-11-06;M;M;40000,00;2;Bachelors;Management;2013-06-12;0-1 Miles;2;1
21992;40;Alejandro;Zhang;1971-02-24;S;M;80000,00;5;Bachelors;Professional;2013-12-28;1-2 Miles;4;1
21997;40;Dennis;Xu;1963-09-11;M;M;80000,00;5;Bachelors;Professional;2013-11-03;1-2 Miles;2;1
21970;40;Jada;Rivera;1986-02-13;S;F;60000,00;3;Bachelors;Professional;2013-11-15;5-10 Miles;2;1
22966;40;Jodi;Chapman;1967-11-29;S;F;80000,00;2;Partial College;Skilled Manual;2012-06-25;0-1 Miles;1;0
23079;40;Justine;Ryan;1953-05-10;S;F;30000,00;2;Partial College;Clerical;2013-07-07;5-10 Miles;2;0
22857;40;Julio;Romero;1977-07-14;M;M;110000,00;0;High School;Management;2012-05-08;10+ Miles;4;1
22917;40;Maurice;She;1971-10-09;S;M;80000,00;5;Graduate Degree;Management;2013-03-03;0-1 Miles;3;1
23529;40;Kendra;Munoz;1972-07-31;S;F;60000,00;1;Partial College;Skilled Manual;2012-08-19;0-1 Miles;1;0
23524;40;Ronnie;Yang;1968-01-08;S;M;60000,00;1;Bachelors;Professional;2012-08-06;5-10 Miles;1;1
24174;40;Keith;Chander;1984-11-22;M;M;20000,00;0;Bachelors;Clerical;2012-10-16;0-1 Miles;0;1
24001;40;Arthur;Raman;1983-03-11;S;M;10000,00;0;High School;Manual;2012-09-01;0-1 Miles;2;0
24458;40;Frederick;Rodriguez;1974-06-17;S;M;70000,00;0;Bachelors;Professional;2012-11-08;5-10 Miles;1;1
24612;40;Devon;Chander;1975-12-03;S;M;90000,00;0;Bachelors;Professional;2012-02-17;10+ Miles;4;1
24902;40;Jill;Murphy;1984-08-02;S;F;90000,00;0;Bachelors;Professional;2012-04-04;10+ Miles;3;1
26019;40;Luis;Allen;1980-05-01;M;M;80000,00;4;Graduate Degree;Management;2012-01-03;0-1 Miles;1;1
25239;40;Isabella;Barnes;1967-12-23;M;F;70000,00;5;Partial College;Skilled Manual;2013-09-27;0-1 Miles;2;1
25233;40;Nathaniel;Ward;1964-11-05;M;M;100000,00;4;Bachelors;Professional;2013-07-11;10+ Miles;1;1
26662;40;Lori;Alvarez;1974-03-13;S;F;60000,00;2;Bachelors;Professional;2012-08-02;2-5 Miles;1;1
26673;40;Austin;Alexander;1971-11-01;M;M;90000,00;0;Bachelors;Professional;2012-08-17;2-5 Miles;0;1
26563;40;Keith;She;1958-07-24;M;M;40000,00;2;Partial College;Skilled Manual;2012-06-29;5-10 Miles;2;1
26422;40;Pedro;Suri;1981-03-02;S;M;70000,00;0;Bachelors;Professional;2012-05-17;10+ Miles;2;1
26148;40;Michael;Thompson;1970-09-24;M;M;80000,00;5;Bachelors;Professional;2012-03-11;1-2 Miles;4;1
26760;40;Katherine;Butler;1980-04-12;S;F;70000,00;0;Bachelors;Professional;2012-09-10;5-10 Miles;2;0
27149;40;Jeffery;She;1969-10-10;M;M;60000,00;3;Bachelors;Professional;2013-10-06;5-10 Miles;2;1
27359;40;Morgan;Davis;1983-03-20;S;F;100000,00;0;High School;Management;2012-11-20;10+ Miles;3;1
27489;40;Haley;Hall;1957-02-10;S;F;20000,00;2;Partial High School;Clerical;2012-11-30;5-10 Miles;2;1
27490;40;Natasha;Martin;1956-09-30;S;F;20000,00;2;Partial High School;Clerical;2012-11-30;5-10 Miles;2;1
27473;40;Gabriel;Lal;1964-07-05;S;M;20000,00;2;Partial High School;Clerical;2012-12-08;5-10 Miles;2;1
27598;40;Marco;Gonzalez;1971-11-11;S;M;90000,00;2;Bachelors;Professional;2013-09-01;1-2 Miles;0;1
27711;40;Barbara;Tang;1968-07-19;M;F;70000,00;0;Bachelors;Professional;2013-09-30;0-1 Miles;2;0
28215;40;Priscilla;Shen;1973-05-10;S;F;60000,00;2;Bachelors;Professional;2013-04-04;0-1 Miles;1;0
28303;40;Justin;Lewis;1975-11-24;S;M;60000,00;3;Bachelors;Professional;2013-07-18;5-10 Miles;2;1
28350;40;Alisha;Holt;1944-09-19;S;F;60000,00;2;Graduate Degree;Management;2013-08-18;0-1 Miles;1;0
27877;40;Rebekah;Dominguez;1982-08-16;S;F;20000,00;0;Bachelors;Clerical;2013-07-11;0-1 Miles;0;0
27870;40;Ryan;Davis;1985-01-14;S;M;10000,00;1;High School;Manual;2013-11-12;2-5 Miles;0;1
29343;40;Glenn;Wu;1945-10-12;M;M;40000,00;2;Bachelors;Management;2013-12-19;0-1 Miles;2;0
29304;40;Willie;Wang;1965-03-01;M;M;100000,00;5;Bachelors;Professional;2013-04-02;10+ Miles;1;1
